Time,200-A-Real,200-B-Real,200-C-Real,200-A-Reactive,200-B-Reactive,200-C-Reactive,100-A-Real,100-B-Real,100-C-Real,100-A-Reactive,100-B-Reactive,100-C-Reactive,5-A-Real,5-B-Real,5-C-Real,5-A-Reactive,5-B-Reactive,5-C-Reactive
Time,Refrigerator Real,Microwave-Real,Phone charger Real,Refrigerator Reactive,Microwave-Reactive,Phone charger Reactive,Dishwasher-Real,Disposal-Real,Laptop Charging-Real,Dishwasher-Reactive,Disposal-Reactive,Laptop Charging -Reactive,5-A-Real,5-B-Real,5-C-Real,5-A-Reactive,5-B-Reactive,5-C-Reactive
 15:34:22.159051,98.42771149,597.8604736,2.985709429,0,1533.613525,-0.867780685,-64.99255371,101.8627777,44.4915123,-21.29559898,33.81327057,-16.70078659,"
",,,,,
 15:34:23.242299,98.23867035,600.8288574,3.014054537,0,1533.528809,-0.910824418,-98.8089447,101.2717133,44.24711609,-33.16527939,33.37296295,-16.12722397,"
",,,,,
 15:34:24.325307,97.96560669,597.7349854,3.004606247,0,1529.613647,-0.859809697,-133.2719116,98.38333893,44.61371613,-43.95490265,32.39073944,-16.71203232,"
",,,,,
 15:34:25.409147,97.86058044,600.3689575,3.01562953,0,1530.079346,-0.911355674,-166.915863,78.2650528,44.2026825,-55.67185211,25.70711708,-16.29591942,"
",,,,,
 15:34:26.493450,97.69254303,597.526001,2.992533207,0,1529.169189,-0.921983838,-169.7931824,38.11768723,44.11380768,-56.76281738,12.46405602,-16.20594978,"
",,,,,
 15:34:27.576602,97.37747192,598.1949463,2.983084917,0,1526.396851,-0.863529384,-169.9117126,17.96594429,44.74702072,-55.32274246,5.915911198,-16.45336914,"
",,,,,
 15:34:28.659608,97.39848328,601.3723755,2.994632959,0,1527.158691,-0.915606856,-169.4267883,0,44.05826569,-56.57735062,0,-16.30716515,"
",,,,,
 15:34:29.742204,97.3564682,598.571167,2.971536875,0,1523.899658,-0.879471481,-169.706955,0,44.68037033,-55.33365631,0,-16.31841087,"
",,,,,
 15:34:30.823278,97.33546448,601.9158325,2.987284184,0,1524.09021,-0.917201161,-169.6961975,0,44.04715729,-56.79554367,0,-16.39713669,"
",,,,,
 15:34:31.906256,97.25144959,598.5921021,2.989383698,0,1521.296753,-0.867780685,-169.3190155,0,44.84700012,-55.01727295,0,-16.27342606,"
",,,,,
 15:34:32.978215,97.37747955,602.0831299,2.991483212,0,1521.931641,-0.927297771,-169.243576,0,44.03604889,-56.32642746,0,-16.37464523,"
",,,,,
 15:34:34.74196,97.06240845,598.6339111,2.992008448,0,1520.344482,-0.874688923,-168.931076,0,45.12472916,-54.56997681,0,-16.03725433,"
",,,,,
 15:34:35.159726,96.89437103,601.3305054,3.01562953,0,1521.529541,-0.906041622,-168.9741821,0,44.02494049,-55.84641266,0,-16.39713669,"
",,,,,
 15:34:36.244132,96.72633362,598.069458,3.011955023,0,1520.280884,-0.863529384,-168.5646667,0,45.11362076,-54.22086716,0,-15.91354561,"
",,,,,
 15:34:37.328283,96.7053299,600.9751587,3.008805752,0,1521.508423,-0.909230113,-168.9741821,0,43.82497406,-55.91186523,0,-16.32966042,"
",,,,,
 15:34:38.411261,96.64231873,597.8395386,2.986759186,0,1519.921143,-0.874688923,-169.1034851,0,44.89143753,-55.90095139,0,-16.37464333,"
",,,,,
 15:34:39.494077,96.74733734,601.12146,2.995157719,0,1518.757324,-0.872563243,-168.5107727,0,45.04695892,-54.68998337,0,-15.63238716,"
",,,,,
 15:34:40.578176,96.78933716,601.2050781,3.005131245,0,1518.080078,-0.898070514,-168.5970001,0,43.48059845,-55.70458221,0,-16.3633976,"
",,,,,
 15:34:41.662229,96.6423111,599.0101318,2.990958452,0,1516.344727,-0.86724931,-168.4030304,0,45.20249176,-54.4936142,0,-15.5536623,"
",,,,,
 15:34:42.746385,96.49528503,601.9785156,3.004606009,0,1516.06958,-0.893819332,-167.8857727,0,43.48059845,-54.97363281,0,-16.4758606,"
",,,,,
 15:34:43.830421,96.41127014,599.1564941,2.977835417,0,1515.307739,-0.873626113,-168.5970154,0,45.34690475,-54.65725708,0,-15.54241657,"
",,,,,
 15:34:44.913534,96.30623627,601.5604248,2.989383698,0,1514.524658,-0.890099526,-168.4676819,0,43.23619843,-55.44274902,0,-16.67829323,"
",,,,,
 15:34:45.997332,96.22222137,599.8463745,2.957363844,0,1514.736328,-0.875751674,-169.1358337,0,45.23581696,-55.33365631,0,-15.68861866,"
",,,,,
 15:34:47.80349,96.11720276,602.0831299,2.992008209,0,1514.715088,-0.882659912,-168.8448639,0,43.22509003,-55.72640228,0,-16.73452759,"
",,,,,
 15:34:48.163764,96.11720276,600.4525146,2.961563587,0,1514.080322,-0.872031868,-169.8039551,0,45.28025055,-55.69367218,0,-15.69986534,"
",,,,,
 15:34:49.246971,96.11720276,602.9819946,2.990433931,0,1512.768311,-0.884785533,-168.8017426,0,43.14732742,-55.36638641,0,-16.76826668,"
",,,,,
 15:34:50.330856,96.11720276,601.8949585,2.954214573,0,1512.831665,-0.890099526,-169.8793945,0,45.40245056,-55.45365524,0,-15.59864807,"
",,,,,
 15:34:51.414242,96.05418396,603.4627686,2.996732712,0,1510.884766,-0.882128537,-168.3922424,0,43.15843582,-55.15909958,0,-15.76734352,"
",,,,,
 15:34:52.498930,95.97016907,371.0915527,3.023503065,0,923.0292969,-0.874157548,-167.810318,0,43.24730682,-54.48270416,0,-16.8919754,"
",,,,,
 15:34:53.581425,95.82313538,250.0352478,2.968912125,0,621.2501221,-0.885848403,-169.3298035,0,45.41356277,-55.24637604,0,-15.9697752,"
",,,,,
 15:34:54.665518,95.86515045,129.8360596,3.035576105,0,318.7726746,-0.857684016,-167.2715149,0,43.35839844,-54.13359451,0,-16.97069931,"
",,,,,
 15:34:55.749154,95.71810913,8.654343605,2.962613106,0,17.69195938,-0.895413578,-169.2220306,0,45.54686737,-54.91909027,0,-15.86856079,"
",,,,,
 15:34:56.832285,95.52906799,0,3.040300369,0,0,-0.85608989,-167.3684845,0,43.32506943,-54.22087479,0,-16.68954086,"
",,,,,
 15:34:57.915111,95.57107544,0,2.976785898,0,0,-0.880002856,-169.3728943,0,45.54686737,-55.08273315,0,-15.84606743,"
",,,,,
 15:34:58.999409,95.5080719,0,3.061821938,0,0,-0.837490678,-167.5193634,0,43.54724884,-54.20996094,0,-16.5545845,"
",,,,,
 15:35:0.82508,95.31902313,0,2.97311163,0,0,-0.889036775,-169.5345459,0,45.44688416,-55.30092621,0,-15.86855888,"
",,,,,
 15:35:1.165521,95.36103058,0,3.057097673,0,0,-0.845461726,-167.1852722,0,43.59168243,-54.0026741,0,-16.46461487,"
",,,,,
 15:35:2.248510,95.42404938,0,2.963138104,0,0,-0.901259065,-169.1573639,0,45.55797577,-54.8645401,0,-15.86855888,"
",,,,,
 15:35:3.331229,95.36103821,0,3.037675858,0,0,-0.869374871,-167.2391663,0,43.56946945,-54.05722809,0,-16.40838242,"
",,,,,
 15:35:4.413973,95.3820343,0,2.937942267,0,0,-0.928891957,-169.3728943,0,45.44689178,-53.89357758,0,-16.43087387,"
",,,,,
 15:35:5.498066,95.29801941,0,2.928493738,0,0,-0.929954708,-169.254364,0,45.16916656,-55.1700058,0,-16.03725243,"
",,,,,
 15:35:6.580582,95.31903076,0,3.012480259,0,0,-0.884785533,-166.4955902,0,43.49170685,-53.58811188,0,-16.39713669,"
",,,,,
 15:35:7.663652,95.19299316,0,2.905397415,0,0,-0.944834054,-168.2090607,0,45.14694595,-54.03540802,0,-16.08223915,"
",,,,,
 15:35:8.746671,95.15098572,0,3.004081249,0,0,-0.894882202,-165.7843628,0,43.28063583,-52.61715698,0,-16.37464333,"
",,,,,
 15:35:9.829823,95.17198944,0,2.904872656,0,5.206006527,-0.951210976,-168.747879,0,45.10251236,-53.94813156,0,-16.10473251,"
",,,,,
 15:35:10.912778,95.25601196,0,3.013005018,0,5.206006527,-0.898602009,-166.420166,0,43.52503204,-52.85716629,0,-16.35215187,"
",,,,,
 15:35:11.995848,95.21399689,0,2.928493977,0,10.96224213,-0.93526876,-168.7802124,0,45.03585815,-53.99176788,0,-16.39713669,"
",,,,,
 15:35:13.78914,95.40305328,0,3.020878553,0,10.96224213,-0.886379719,-166.3447266,0,43.53614044,-52.84626007,0,-16.57707787,"
",,,,,
 15:35:14.162163,95.42404938,0,2.915895701,0,16.95126724,-0.935800195,-168.4569092,0,45.10250854,-53.70811844,0,-16.64455605,"
",,,,,
 15:35:15.244834,95.46604919,0,3.039775372,0,11.74525929,-0.872031868,-165.2778625,0,43.55836105,-51.95166779,0,-16.58832359,"
",,,,,
 15:35:16.328200,95.46605682,0,2.940566778,0,17.31103134,-0.914544106,-167.6702271,0,44.96920395,-53.05353928,0,-16.70078659,"
",,,,,
 15:35:17.401749,95.36103821,0,3.040825367,0,11.55479622,-0.875751674,-165.3640747,0,43.54725266,-51.88620758,0,-16.48710823,"
",,,,,
 15:35:18.492498,95.04595947,0,3.069170475,0,11.11038017,-0.849181533,-166.3016052,65.85282135,43.71388245,-52.93353271,23.70880318,-16.32966042,"
",,,,,
 15:35:19.577129,95.04595947,0,2.952114582,0,16.9301033,-0.906041741,-169.2866974,96.48748779,44.88032913,-54.35178757,35.13418961,-16.61081886,"
",,,,,
 15:35:20.656939,94.94093323,0,3.052373409,0,11.3643322,-0.861403823,-166.6788025,122.393692,43.65833664,-53.08626556,44.21127319,-16.37464523,"
",,,,,
 15:35:21.740247,94.79389954,0,2.953164578,0,16.78196526,-0.897007763,-169.265152,144.2740021,44.82477951,-54.17723465,51.58358002,-16.66704941,"
",,,,,
 15:35:22.823768,94.9829483,0,3.041875362,0,11.23735619,-0.862466633,-166.3986053,123.4642792,43.72499466,-52.92263031,43.28549957,-16.23968887,"
",,,,,
 15:35:23.912743,95.15098572,0,2.95526433,0,16.76080322,-0.892756641,-168.6832123,120.6428223,44.75812912,-53.46810913,41.95328903,-16.59957123,"
",,,,,
 15:35:24.986278,95.21400452,0,3.072844982,0,10.94108009,-0.839084923,-165.9244537,110.6282806,43.90273285,-52.35532761,37.25669098,-16.09348679,"
",,,,,
 15:35:26.81391,95.27701569,0,2.969961643,0,16.2105751,-0.87840873,-168.5000153,105.6879272,44.70258713,-53.38082886,35.1228981,-16.53209305,"
",,,,,
 15:35:27.160361,95.65510559,0,3.066020966,0,10.79294109,-0.849712968,-166.1507568,103.9593658,43.91384888,-52.67170334,34.38905334,-15.87980652,"
",,,,,
 15:35:28.245043,95.73912048,0,2.962088108,0,16.06243515,-0.88956821,-168.5323486,103.5132828,44.58038712,-53.1626358,34.24228668,-16.53209305,"
",,,,,
 15:35:29.324595,95.76011658,0,3.056047678,0,15.46988201,-0.864060879,-165.9352264,102.0077515,43.93606567,-52.35532379,33.62134171,-15.77858925,"
",,,,,
 15:35:30.414163,95.76011658,0,2.944766045,0,20.65472603,-0.898070633,-168.7370911,101.918541,44.65814972,-53.43537521,33.62134171,-16.54333878,"
",,,,,
 15:35:31.490892,96.01216888,0,2.946340799,0,25.77608299,-0.89063102,-168.3922577,106.100563,44.59149551,-53.15172577,35.51804733,-16.8132515,"
",,,,,
 15:35:32.579655,95.92815399,0,3.047124147,0,25.43748093,-0.868312061,-166.247757,106.0782471,44.36931229,-52.96626663,35.37127686,-15.7223568,"
",,,,,
 15:35:33.653869,96.07518005,0,2.95526433,0,25.67026901,-0.882659912,-168.5431213,106.6916122,44.64703751,-53.44628143,35.57449341,-16.76826477,"
",,,,,
 15:35:34.747248,96.34825134,0,3.021403551,0,25.41631699,-0.882659912,-166.1615295,105.4537354,44.33598709,-52.94444656,35.10031891,-15.65487862,"
",,,,,
 15:35:35.830458,96.57929993,0,2.963137865,0,25.26817894,-0.875751674,-167.5516815,103.7028656,44.52484131,-52.45351028,34.46808624,-16.68954086,"
",,,,,
 15:35:36.917247,96.60030365,0,3.007230997,0,20.01984787,-0.897007823,-165.9029083,99.08591461,44.41374969,-52.4862442,32.45847702,-15.54241467,"
",,,,,
 15:35:37.992595,96.9573822,0,2.935317516,0,20.46426201,-0.891162396,-167.1853027,98.26065826,44.4581871,-51.83165741,32.27784348,-16.74577141,"
",,,,,
 15:35:39.73316,97.10441589,0,2.992008209,0,15.30058098,-0.902321935,-165.6981506,96.75514221,44.4581871,-52.13713455,31.6230278,-15.59864616,"
",,,,,
 15:35:40.156697,97.29346466,0,2.965762615,0,16.14708519,-0.861935258,-167.4115906,97.03393555,44.4692955,-51.79893112,31.71334839,-16.64455605,"
",,,,,
 15:35:41.242788,97.31446075,0,3.011430264,0,11.15270519,-0.877877355,-166.6572571,96.07485962,44.3693161,-52.86808014,31.23917198,-15.59864807,"
",,,,,
 15:35:42.327351,97.50350189,0,2.975736141,0,11.15270519,-0.843336105,-167.6271362,96.35366058,44.4581871,-52.18077469,31.30690956,-16.46461487,"
",,,,,
 15:35:43.416548,97.46149445,0,3.028227329,0,5.777398109,-0.864060879,-166.5710449,95.34997559,44.4470787,-52.95535278,30.90047646,-15.38496876,"
",,,,,
 15:35:44.494942,97.48249817,-198.3809509,3.032951355,0,272.6381531,-0.870969117,-166.614151,94.90390015,44.3582077,-52.94444656,30.77628517,-15.58740044,"
",,,,,
 15:35:45.569713,97.56651306,-90.64064789,3.022453308,0,570.4175415,-0.83164531,-167.0452118,95.18270111,44.60260773,-51.55892181,30.86660385,-16.29591942,"
",,,,,
 15:35:46.655800,97.52451324,27.19638634,3.04607439,0,868.8740234,-0.872563243,-166.7003632,94.41320801,44.32488251,-52.7589798,30.66338539,-15.76734352,"
",,,,,
 15:35:47.750982,97.52450562,148.2108612,3.01300478,0,1168.113525,-0.835896492,-167.3146057,94.87043762,44.4470787,-51.66802216,30.68596458,-16.52084732,"
",,,,,
 15:35:48.835295,97.58752441,347.9088135,3.019303799,0,1347.953613,-0.884254158,-166.8404541,93.98942566,44.18046188,-52.9226265,30.41500473,-15.80108356,"
",,,,,
 15:35:49.918698,97.54551697,585.3597412,3.004606247,0,1491.77478,-0.836427867,-166.8943176,94.33514404,44.50262451,-51.3843689,30.55048561,-16.35215187,"
",,,,,
 15:35:51.1877,97.44049072,594.8292847,2.989383698,0,1492.113525,-0.89966476,-166.8188934,93.4764328,44.00272369,-52.88990021,30.25694847,-16.11597824,"
",,,,,
 15:35:52.84882,97.48249817,598.5084839,2.9888587,0,1491.542114,-0.849712968,-167.2714996,93.66602325,44.48040771,-51.85347748,30.17791748,-16.46461487,"
",,,,,
 15:35:53.168142,97.39847565,589.9795532,3.000931978,0,1475.564331,-0.902321816,-167.4654846,92.80731201,44.08048248,-53.69721222,30.11017799,-16.11597824,"
",,,,,
 15:35:54.251306,97.44048309,491.6461487,2.981509924,0,1196.0271,-0.868843436,-167.9504089,92.96343994,44.5581665,-52.62807083,29.99728012,-16.58832359,"
",,,,,
 15:35:55.334411,97.44048309,382.0662537,2.992533207,0,929.6954346,-0.918264031,-167.7133331,92.24971008,43.94717407,-53.86085129,29.80535316,-16.46461296,"
",,,,,
 15:35:56.418884,97.44048309,278.799469,2.998832226,0,667.2999878,-0.858746827,-167.7887726,92.39469147,44.69147873,-52.45351028,29.6360054,-16.38589096,"
",,,,,
 15:35:57.502728,97.41947937,72.16133118,3.006705761,0,143.842392,-0.845461726,-167.1960754,91.95975494,44.66925812,-51.70074463,29.37633705,-16.38589096,"
",,,,,
 15:35:58.586927,97.27244568,69.23474884,3.017729282,0,141.8954315,-0.886911213,-166.7973328,91.37985229,43.93606567,-52.7917099,29.33117676,-16.29591942,"
",,,,,
 15:35:59.671168,97.04139709,77.05292511,3.004081249,0,126.5736847,-0.847055912,-167.2176208,91.50252533,44.72480392,-51.68983841,29.09408569,-16.23968887,"
",,,,,
 15:36:0.754174,97.14642334,79.26877594,3.003031492,0,106.9347687,-0.906041622,-167.0559692,91.01183319,43.76943207,-52.90080643,29.1166687,-16.49835587,"
",,,,,
 15:36:1.837599,97.04139709,88.06944275,2.986234188,0,90.13163757,-0.861403823,-167.0883026,91.11220551,44.65814972,-51.54801178,28.92473984,-16.35215187,"
",,,,,
 15:36:2.920533,96.9573822,87.56774139,2.975211144,0,82.70355988,-0.919326663,-167.0344238,90.63266754,43.65833664,-52.92261887,29.09408951,-16.59957123,"
",,,,,
 15:36:4.4322,96.78935242,90.61975861,2.964712858,0,84.26959229,-0.883191288,-167.1098633,90.7776413,44.65814972,-51.61347198,28.98118973,-16.40838242,"
",,,,,
 15:36:5.87583,96.99939728,87.52593231,2.96103859,0,83.33843994,-0.93526876,-166.6572418,90.27579498,43.70277405,-52.4644165,29.24085617,-16.50959778,"
",,,,,
 15:36:6.171249,96.78934479,90.68247223,2.969961882,0,84.48121643,-0.882128596,-166.9589844,90.36502838,44.85811234,-51.52619171,29.03763962,-16.09348488,"
",,,,,
 15:36:7.253457,96.78934479,87.37960052,2.975210905,0,83.12680817,-0.931017578,-166.8296814,89.89663696,43.73610306,-52.55169678,29.09408569,-16.39713669,"
",,,,,
 15:36:8.337343,96.78934479,90.49433136,2.972586393,0,84.31191254,-0.89063102,-166.8727722,89.78511047,44.89144135,-51.2207222,28.6199131,-15.92479134,"
",,,,,
 15:36:9.420356,96.9573822,87.79768372,2.984134674,0,83.44424438,-0.921452344,-166.7973328,77.84127045,43.72499847,-51.01343918,16.93486023,-15.90229988,"
",,,,,
 15:36:10.503561,96.9783783,87.81858826,2.975210905,0,83.19029236,-0.917201042,-166.4956055,41.88707733,43.58057785,-52.0607605,11.32377625,-16.45336914,"
",,,,,
 15:36:11.586777,96.83135986,90.95422363,2.641891003,0,84.37540436,-0.843336105,-166.2477417,24.07726479,45.05807114,-50.95888901,5.520764351,-15.93603802,"
",,,,,
 15:36:12.669407,96.81034851,87.88130188,2.049263477,0,83.42308044,-0.821548641,-166.5710297,6.256297112,43.61390686,-52.21350098,0,-16.71203423,"
",,,,,
 15:36:13.752681,96.62130737,71.19973755,1.443512797,0,66.83158875,-0.629712224,-166.7542419,0,44.96920013,-51.46073151,0,-16.11597824,"
",,,,,
 15:36:14.835613,96.57929993,52.05148315,0.858234048,0,49.73218155,-0.599953711,-167.443924,0,43.51392365,-52.99899292,0,-16.77951241,"
",,,,,
 15:36:15.919262,96.51628113,35.53715897,0.265606344,0,33.52160645,-0.399083465,-166.8188934,0,39.57023239,-51.74438477,0,-13.19193554,"
",,,,,
 15:36:17.2164,96.57929993,16.30528641,0,0,16.2740612,-0.41077432,-167.1529846,0,29.89429855,-52.61715698,0,-10.24539948,"
",,,,,
 15:36:18.84060,96.53729248,0,0,0,0,-0.271546781,-166.6249084,0,21.85138893,-51.75529099,0,-6.522866726,"
",,,,,
 15:36:19.168379,96.5582962,0,0,0,5.12135601,-0.399614871,-166.5710297,0,12.2310009,-52.01712799,0,-3.655054569,"
",,,,,
 15:36:20.250746,96.43226624,0,0,0,10.13689899,-0.38526699,-166.3878479,0,4.176981449,-51.31890869,0,0,"
",,,,,
 15:36:21.331998,96.36924744,0,0,0,10.13689899,-0.510678053,-166.9589844,0,0,-51.99530792,0,0,"
",,,,,
 15:36:22.417033,96.20121765,0,0,0,10.13689899,-0.37410754,-166.4956055,0,0,-51.71165848,0,0,"
",,,,,
 15:36:23.500257,96.01216888,-182.6400909,0,0,331.1740112,-0.366136491,-166.5602722,0,0,-51.4280014,0,0,"
",,,,,
 15:36:24.581785,96.01217651,-65.6601181,0,0,627.6624146,-0.366667897,-167.0775299,0,0,-51.70074463,0,0,"
",,,,,
 15:36:25.664027,95.90715027,53.18032074,0,0,927.7484131,-0.368793488,-166.236969,0,0,-51.42800903,0,0,"
",,,,,
 15:36:26.749512,95.76011658,170.7247009,0,0,1227.813477,-0.368793488,-166.6572571,0,0,-51.41709518,0,0,"
",,,,,
 15:36:27.833711,95.55007172,399.1450195,0,0,1386.744873,-0.501112819,-165.6981506,0,0,-51.18799591,0,0,"
",,,,,
 15:36:28.904689,95.50805664,590.9620361,0,0,1499.054932,-0.508552432,-166.8081207,0,0,-51.44982147,0,0,"
",,,,,
 15:36:29.985385,95.36103058,593.9512939,0,0,1495.774658,-0.51546067,-165.6873627,0,0,-51.07889557,0,0,"
",,,,,
 15:36:31.73192,95.29801941,593.4705811,0,0,1492.684937,-0.387924016,-166.5171509,0,0,-51.05707932,0,0,"
",,,,,
 15:36:32.166395,95.23500824,594.8710938,0,0,1491.690308,-0.518117666,-165.665802,0,0,-51.24254227,0,0,"
",,,,,
 15:36:33.249104,95.23500824,592.9061279,0,0,1494.547241,-0.385798395,-167.2715149,0,0,-51.94075775,0,0,"
",,,,,
 15:36:34.319391,95.12998199,578.586731,0,0,1451.714111,-0.393238008,-165.7520294,0,0,-51.53710175,0,0,"
",,,,,
 15:36:35.412219,95.15098572,476.1352539,0,0,1170.991577,-0.265169948,-167.4546967,0,0,-52.03894806,0,0,"
",,,,,
 15:36:36.491934,95.10897064,274.9112854,0,0,608.637207,-0.276329428,-168.0904999,0,0,-52.68260956,0,0,"
",,,,,
 15:36:37.580818,95.02494812,175.6998901,0,0,324.0845032,-0.41077432,-166.3986053,0,0,-51.90802765,0,0,"
",,,,,
 15:36:38.664175,99.54095459,89.59544373,0,0,85.15841675,-0.275798023,-168.7370911,0,0,-53.03171921,0,0,"
",,,,,
 15:36:39.737685,108.2158661,90.1598587,0,0,83.78284454,-0.420339584,-166.236969,0,0,-51.51527786,0,0,"
",,,,,
 15:36:40.819871,117.1218414,89.57454681,0,0,84.98911285,-0.278986454,-168.4569092,0,0,-52.55169678,0,0,"
",,,,,
 15:36:41.914257,126.0067902,90.01353455,0,0,83.48656464,-0.433624655,-166.3878326,0,0,-51.4280014,0,0,"
",,,,,
 15:36:42.990599,135.0387878,89.51182556,0,0,84.7563324,-0.299179733,-168.1120605,0,0,-51.95166779,0,0,"
",,,,,
 15:36:44.68955,139.4917755,89.90901184,0,0,83.12680817,-0.442658484,-165.4610748,0,0,-50.42432022,0,0,"
",,,,,
 15:36:45.152227,139.6808167,89.78358459,0,0,84.79865265,-0.298116922,-167.6702271,0,0,-51.51528168,0,0,"
",,,,,
 15:36:46.247354,139.9328613,89.84629822,0,0,83.2114563,-0.442658484,-165.0299988,0,0,-50.19521713,0,0,"
",,,,,
 15:36:47.326093,140.2689514,89.74177551,0,0,84.96795654,-0.288020283,-167.0990906,0,0,-51.07889557,0,0,"
",,,,,
 15:36:48.401589,140.4789886,89.99263,0,0,83.44424438,-0.440532863,-164.9438019,0,0,-51.64619827,0,0,"
",,,,,
 15:36:49.485270,141.1091309,89.63725281,0,0,82.95750427,-0.432030439,-165.536499,0,0,-51.06798553,0,0,"
",,,,,
 15:36:50.577266,141.3821716,89.57453918,0,0,84.5870285,-0.287488878,-168.4245911,0,0,-52.54079056,0,0,"
",,,,,
 15:36:51.658232,141.5292053,88.25758362,0,0,81.92053986,-0.428842008,-166.2154083,0,0,-51.44982147,0,0,"
",,,,,
 15:36:52.743885,141.8862762,70.17543793,0,0,65.90042877,-0.276329428,-169.0496063,0,0,-52.97717285,0,0,"
",,,,,
 15:36:53.829337,142.1383362,52.21871948,0,0,48.42009354,-0.417682558,-166.2154083,0,0,-51.51528168,0,0,"
",,,,,
 15:36:54.902738,142.4534149,34.51285553,0,0,32.54812241,-0.282706261,-168.8340759,0,0,-52.60624313,0,0,"
",,,,,
 15:36:55.990623,142.6004486,16.59794426,0,0,15.04662895,-0.428842008,-166.2154236,0,0,-51.29708862,0,0,"
",,,,,
 15:36:57.66874,142.8735046,0,0,0,5.735072136,-0.287488878,-168.9203033,0,0,-52.67170334,0,0,"
",,,,,
 15:36:58.152938,142.9995422,0,0,0,5.735072136,-0.427247822,-166.290863,0,0,-51.56983185,0,0,"
",,,,,
 15:36:59.239335,143.1885834,0,0,0,11.27968121,-0.285894692,-169.3836823,0,0,-52.97717285,0,0,"
",,,,,
 15:37:0.330043,143.3146057,0,0,0,11.27968121,-0.431499004,-166.4309387,0,0,-51.49346161,0,0,"
",,,,,
 15:37:1.402795,143.5456543,-117.1681061,0,0,158.9736633,-0.285363257,-168.5323334,0,0,-50.47886658,0,0,"
",,,,,
 15:37:2.496829,143.9867554,-38.69368744,0,0,661.5650024,-0.295459926,-167.7564392,0,0,-51.34072876,0,0,"
",,,,,
 15:37:3.580647,144.2388,79.89589691,0,0,955.8312378,-0.442127079,-164.6851501,0,0,-49.92247772,0,0,"
",,,,,
 15:37:4.664464,144.3858337,198.1092224,0,0,1257.673828,-0.296522737,-167.7672272,0,0,-51.29708862,0,0,"
",,,,,
 15:37:5.745630,144.5538788,433.2398071,0,0,1410.637451,-0.437875837,-165.3748474,0,0,-50.70796967,0,0,"
",,,,,
 15:37:6.819353,144.8269348,591.6519165,0,0,1503.583618,-0.288020283,-167.9611816,0,0,-51.71165848,0,0,"
",,,,,
 15:37:7.911276,145.1210022,591.3174438,0,0,1502.779541,-0.428842008,-164.9976654,0,0,-50.38068008,0,0,"
",,,,,
 15:37:8.992794,145.1840363,590.4812622,0,0,1503.202759,-0.282174885,-167.627121,0,0,-51.20980835,0,0,"
",,,,,
 15:37:10.65067,145.6041107,590.2512817,0,0,1501.848267,-0.412368536,-164.5989532,0,0,-50.08611679,0,0,"
",,,,,
 15:37:11.161740,145.7931671,589.895874,0,0,1502.059937,-0.271015406,-166.9697723,0,0,-50.81706238,0,0,"
",,,,,
 15:37:12.244268,146.0242004,591.2547607,0,0,1499.774292,-0.396426439,-164.7390442,0,0,-50.19521332,0,0,"
",,,,,
 15:37:13.319682,146.1082306,591.4637451,0,0,1499.203003,-0.255604714,-167.2715149,0,0,-51.07889557,0,0,"
",,,,,
 15:37:14.399772,146.3812866,592.5507202,0,0,1498.779785,-0.378890127,-165.0946503,0,0,-51.40618896,0,0,"
",,,,,
 15:37:15.493752,146.7383728,571.8347168,0,0,1434.741577,-0.381015778,-165.159317,0,0,-50.79524612,0,0,"
",,,,,
 15:37:16.568195,147.0324402,469.7594299,0,0,1152.79187,-0.377827346,-167.9719543,0,0,-51.70074463,0,0,"
",,,,,
 15:37:17.650193,147.20047,369.5864258,0,0,870.5670776,-0.377827346,-166.1399841,0,0,-51.84256744,0,0,"
",,,,,
 15:37:18.737563,147.473526,268.075592,0,0,587.1359253,-0.383141369,-168.316803,0,0,-52.24622726,0,0,"
",,,,,
 15:37:19.815243,147.641571,168.6133728,0,0,303.6202393,-0.505895436,-165.9352264,0,6.376561642,-51.75529099,0,-2.744102478,"
",,,,,
 15:37:20.899573,147.7255707,89.17736053,0,0,83.16912842,-0.504832625,-168.0150757,0,15.2637558,-51.96257401,0,-5.476958275,"
",,,,,
 15:37:21.990288,147.7255859,90.64065552,0,0,83.63471985,-0.382609993,-166.0537567,0,24.16205788,-51.97348785,0,-9.244476318,"
",,,,,
 15:37:23.70845,148.0406494,89.07283783,0,0,83.25378418,-0.513866425,-167.6163635,0,33.12701797,-51.50437164,0,-11.92110062,"
",,,,,
 15:37:24.158673,147.998642,90.47342682,0,0,83.95214844,-0.38526696,-165.8921356,0,41.88090134,-51.54801178,0,-15.78983593,"
",,,,,
 15:37:25.244437,147.9566345,88.78018951,0,0,83.61354065,-0.401209056,-167.7025604,0,44.3470993,-51.38436127,0,-15.7785902,"
",,,,,
 15:37:26.325931,148.2507019,90.11805725,0,0,84.1214447,-0.269952595,-165.9783325,0,44.3693161,-51.32982254,0,-16.71203232,"
",,,,,
 15:37:27.402372,148.3347168,88.09034729,0,0,83.29610443,-0.41077432,-167.1314087,0,44.3026619,-51.43891525,0,-16.76826668,"
",,,,,
 15:37:28.484053,148.5027618,88.27848816,0,0,83.21144867,-0.415556967,-167.0667419,0,44.3582077,-50.57705307,0,-15.63238716,"
",,,,,
 15:37:29.581354,148.7338104,87.58864594,0,0,81.43379974,-0.276860833,-166.1723175,0,44.3915329,-51.47164154,0,-16.56583023,"
",,,,,
