Time,200-A-Real,200-B-Real,200-A-Reactive,200-B-Reactive,100-A-Real,100-B-Real,100-C-Real,100-A-Reactive,100-B-Reactive,100-C-Reactive,5-A-Real,5-B-Real,5-C-Real,5-A-Reactive,5-B-Reactive,5-C-Reactive
 14:45:30.276827,Main A Real,Main B Real,Main A Reactive,Main B Reactive,AHU A Real,AHU-B RTU-B Real,RTU A Real,AHU A Reactive,AHU-B RTU-B Reactive,RTU A Reactive,,,,,,
 14:54:56.177814,59.36420441,821.3494873,-288.9679871,1640.47229,0,0,0,0,0,0,"
",,,,,
 14:54:57.269287,59.18876266,821.4640503,-288.7903748,1639.776978,0,0,0,0,0,0,"
",,,,,
 14:54:58.336159,59.23262405,822.7006836,-288.9458008,1638.803101,0,0,0,0,0,0,"
",,,,,
 14:54:59.419517,59.36420441,824.44104,-288.6571655,1638.988647,0,0,0,0,0,0,"
",,,,,
 14:55:0.500153,59.36419678,825.3798828,-288.8791809,1637.829468,0,0,0,0,0,0,"
",,,,,
 14:55:1.588128,59.40806198,825.8150635,-288.9458008,1637.018188,0,0,0,0,0,0,"
",,,,,
 14:55:2.659346,59.32034302,824.8990479,-288.657196,1636.415283,0,0,0,0,0,0,"
",,,,,
 14:55:3.749475,59.14490509,824.0975342,-288.9901733,1634.862061,0,0,0,0,0,0,"
",,,,,
 14:55:4.818293,59.07911301,823.4793091,-288.657196,1634.352051,0,0,0,0,0,0,"
",,,,,
 14:55:5.897160,59.1010437,824.1661987,-288.8792114,1633.355225,0,0,0,0,0,0,"
",,,,,
 14:55:6.978155,59.0352478,823.9830322,-288.6349487,1632.543701,0,0,0,0,0,0,"
",,,,,
 14:55:8.59169,59.03525543,825.1738281,-288.8569946,1631.848267,0,0,0,0,0,0,"
",,,,,
 14:55:9.144783,59.10103607,824.8303833,-288.6349487,1631.686035,0,0,0,0,0,0,"
",,,,,
 14:55:10.226582,59.07911301,825.8150635,-288.7681885,1631.500488,0,0,0,0,0,0,"
",,,,,
 14:55:11.302143,59.16682816,825.1051636,-288.50177,1630.921021,0,0,0,0,0,0,"
",,,,,
 14:55:12.389669,59.1010437,825.883667,-288.6349792,1630.828369,0,0,0,0,0,0,"
",,,,,
 14:55:13.465008,59.16683197,824.7386475,-288.3907776,1630.063232,0,0,0,0,0,0,"
",,,,,
 14:55:14.543708,59.01332474,825.2654419,-288.2575684,1628.417236,0,0,0,0,0,0,"
",,,,,
 14:55:15.623684,59.05718231,825.4944458,-288.3907776,1627.976807,0,0,0,0,0,0,"
",,,,,
 14:55:16.704196,59.23262405,824.7617188,-288.3241577,1626.423462,0,0,0,0,0,0,"
",,,,,
 14:55:17.786764,59.14490509,826.5020752,-288.5239868,1626.539307,0,0,0,0,0,0,"
",,,,,
 14:55:18.863146,59.36420441,826.0211182,-288.6793823,1626.006104,0,0,0,0,0,0,"
",,,,,
 14:55:19.949501,59.16683197,827.3493042,-288.9013977,1626.284424,0,0,0,0,0,0,"
",,,,,
 14:55:21.22175,59.18876266,826.2272339,-289.0568237,1625.565674,0,0,0,0,0,0,"
",,,,,
 14:55:22.103568,58.99139404,827.7156982,-289.07901,1626.098877,0,0,0,0,0,0,"
",,,,,
 14:55:23.185938,59.10103607,826.1355591,-288.9902039,1624.800537,0,0,0,0,0,0,"
",,,,,
 14:55:24.265191,58.79402542,827.5096436,-289.0123901,1624.476074,0,0,0,0,0,0,"
",,,,,
 14:55:25.342889,59.18876266,826.6394653,-288.9013977,1622.737427,0,0,0,0,0,0,"
",,,,,
 14:55:26.421732,59.0571785,828.7462158,-288.7903748,1622.482422,0,0,0,0,0,0,"
",,,,,
 14:55:27.508452,59.32034302,827.7386475,-288.8126221,1620.789795,0,0,0,0,0,0,"
",,,,,
 14:55:28.579083,59.67122269,829.2271729,-288.7460022,1619.167236,0,0,0,0,0,0,"
",,,,,
 14:55:29.666481,59.29840851,831.0133667,-288.6793823,1619.700439,0,0,0,0,0,0,"
",,,,,
 14:55:30.748703,59.64929199,829.2729492,-288.5683899,1618.147095,0,0,0,0,0,0,"
",,,,,
 14:55:31.825872,59.29841232,830.8759766,-288.6127625,1619.004883,0,0,0,0,0,0,"
",,,,,
 14:55:32.904571,59.45192337,829.3187256,-288.5683899,1617.358887,0,0,0,0,0,0,"
",,,,,
 14:55:33.984315,59.27648163,831.0362549,-288.7015991,1617.822632,0,0,0,0,0,0,"
",,,,,
 14:55:35.62759,59.49577713,829.2271729,-288.7015991,1615.666626,0,0,0,0,0,0,"
",,,,,
 14:55:36.140345,59.14489746,831.4484253,-288.7015991,1615.689819,0,0,0,0,0,0,"
",,,,,
 14:55:37.225405,59.40805817,830.0286255,-288.6793823,1613.070068,0,0,0,0,0,0,"
",,,,,
 14:55:38.296540,59.12296677,832.2957153,-288.9458008,1613.209229,0,0,0,0,0,0,"
",,,,,
 14:55:39.381995,59.29840851,831.059082,-288.6793823,1611.076416,0,0,0,0,0,0,"
",,,,,
 14:55:40.469899,59.14490509,833.6009521,-288.7681885,1611.447266,0,0,0,0,0,0,"
",,,,,
 14:55:41.536515,59.38613129,832.1583252,-288.5239868,1610.751709,0,0,0,0,0,0,"
",,,,,
 14:55:42.625359,59.25455475,831.6546021,-288.3241577,1608.897217,0,0,0,0,0,0,"
",,,,,
 14:55:43.706063,58.99139404,832.9139404,-288.5683594,1608.966553,0,0,0,0,0,0,"
",,,,,
 14:55:44.784928,59.14490509,831.0362549,-288.4795837,1607.459717,0,0,0,0,0,0,"
",,,,,
 14:55:45.857548,58.88174438,833.4177856,-288.768158,1606.625244,0,0,0,0,0,0,"
",,,,,
 14:55:46.938132,59.40805817,831.0361328,-288.7903748,1604.654541,0,0,0,0,0,0,"
",,,,,
 14:55:48.23862,59.23262405,832.8223877,-288.9458008,1605.419678,0,0,0,0,0,0,"
",,,,,
 14:55:49.105933,59.6054306,831.1506958,-288.7903748,1604.237305,0,0,0,0,0,0,"
",,,,,
 14:55:50.184422,59.45192337,832.8224487,-288.9679871,1605.326904,0,0,0,0,0,0,"
",,,,,
 14:55:51.268071,59.78087235,830.1202393,-288.8569946,1605.095093,0,0,0,0,0,0,"
",,,,,
 14:55:52.348714,59.34227371,833.0056763,-289.0346069,1605.836914,0,0,0,0,0,0,"
",,,,,
 14:55:53.427783,59.73700714,831.4026489,-288.812561,1604.260498,0,0,0,0,0,0,"
",,,,,
 14:55:54.496671,59.36420441,833.2803955,-288.9458313,1604.585083,0,0,0,0,0,0,"
",,,,,
 14:55:55.590487,59.1010437,833.1201172,-288.6793823,1602.266846,0,0,0,0,0,0,"
",,,,,
 14:55:56.671195,59.36420441,830.9446411,-288.3907776,1599.739868,0,0,0,0,0,0,"
",,,,,
 14:55:57.751199,58.837883,833.2345581,-288.5905762,1600.04126,0,0,0,0,0,0,"
",,,,,
 14:55:58.821312,59.07911301,831.6316528,-288.4129639,1597.908447,0,0,0,0,0,0,"
",,,,,
 14:55:59.908210,58.75016403,833.578125,-288.5905762,1598.395264,0,0,0,0,0,0,"
",,,,,
 14:56:0.977325,59.27647781,832.0437622,-288.4795532,1597.189819,0,0,0,0,0,0,"
",,,,,
 14:56:2.57365,58.94753265,833.8987427,-288.7681885,1598.418335,0,0,0,0,0,0,"
",,,,,
 14:56:3.138572,59.42999268,831.7460938,-288.50177,1596.702881,0,0,0,0,0,0,"
",,,,,
 14:56:4.222191,59.14490509,874.7520752,-288.6794128,1660.456055,0,0,0,0,0,0,"
",,,,,
 14:56:5.296573,59.34227371,946.3829346,-288.3463745,1769.694092,0,0,0,0,0,0,"
",,,,,
 14:56:6.377339,58.837883,1021.425659,-288.4351807,1879.488647,0,0,0,0,0,0,"
",,,,,
 14:56:7.466251,59.14490509,1092.094727,-288.035553,1986.988037,0,0,0,0,0,0,"
",,,,,
 14:56:8.541084,58.85981369,1166.450439,-288.0133667,2140.830078,0,0,0,0,0,0,"
",,,,,
 14:56:9.626205,59.01331711,1196.47229,-288.190979,2139.114746,0,0,0,0,0,0,"
",,,,,
 14:56:10.699010,59.40806198,1193.518311,-288.1243591,2136.193359,0,0,0,0,0,0,"
",,,,,
 14:56:11.781362,94.25465393,1196.083008,-318.2955017,2136.03125,0,0,0,0,0,0,"
",,,,,
 14:56:12.869243,111.9301376,1194.800537,-333.4587708,2133.828857,0,0,0,0,0,0,"
",,,,,
 14:56:13.945953,128.2898254,1197.021851,-348.6442261,2133.643311,0,0,0,0,0,0,"
",,,,,
 14:56:15.24931,144.9346161,1195.281494,-363.3190918,2131.417725,0,0,0,0,0,0,"
",,,,,
 14:56:16.98346,160.7679901,1197.571411,-378.1937561,2131.000488,0,0,0,0,0,0,"
",,,,,
 14:56:17.177783,142.0837402,1195.258545,-362.4754639,2128.357666,0,0,0,0,0,0,"
",,,,,
 14:56:18.263717,140.0223236,1196.907471,-361.6984253,2128.172363,0,0,0,0,0,0,"
",,,,,
 14:56:19.345105,139.5837097,1195.144165,-360.6771851,2126.665527,0,0,0,0,0,0,"
",,,,,
 14:56:20.419480,138.4214325,1197.205078,-360.4107666,2126.874023,0,0,0,0,0,0,"
",,,,,
 14:56:21.498781,138.1363373,1195.304443,-359.6115112,2126.340576,0,0,0,0,0,0,"
",,,,,
 14:56:22.581185,137.0837097,1195.418945,-358.9232788,2126.108887,0,0,0,0,0,0,"
",,,,,
 14:56:23.660895,135.9433594,1196.930298,-358.7901001,2126.085693,0,0,0,0,0,0,"
",,,,,
 14:56:24.740950,135.9433594,1194.548706,-357.8576355,2125.274414,0,0,0,0,0,0,"
",,,,,
 14:56:25.817436,135.1977386,1196.724243,-357.6800232,2124.393311,0,0,0,0,0,0,"
",,,,,
 14:56:26.905124,134.9784393,1194.937988,-356.8807983,2122.376465,0,0,0,0,0,0,"
",,,,,
 14:56:27.981759,133.9696655,1196.724243,-356.6365662,2121.959229,0,0,0,0,0,0,"
",,,,,
 14:56:29.68881,133.9258118,1195.510498,-356.0593872,2120.637695,0,0,0,0,0,0,"
",,,,,
 14:56:30.151180,133.1582642,1197.869263,-355.9927368,2119.872559,0,0,0,0,0,0,"
",,,,,
 14:56:31.224252,133.1144104,1196.19751,-355.5487366,2119.617676,0,0,0,0,0,0,"
",,,,,
 14:56:32.300947,132.4565125,1197.960815,-355.6153259,2119.826416,0,0,0,0,0,0,"
",,,,,
 14:56:33.376711,132.7854614,1196.334961,-355.1047058,2118.875732,0,0,0,0,0,0,"
",,,,,
 14:56:34.467770,132.2372131,1197.731812,-355.0381165,2118.528076,0,0,0,0,0,0,"
",,,,,
 14:56:35.549680,132.3468475,1195.7854,-354.7051086,2117.46167,0,0,0,0,0,0,"
",,,,,
 14:56:36.627289,131.886322,1195.716553,-354.2832642,2116.140137,0,0,0,0,0,0,"
",,,,,
 14:56:37.713768,131.1407166,1197.365356,-354.3721008,2115.65332,0,0,0,0,0,0,"
",,,,,
 14:56:38.790411,131.4258118,1196.449463,-354.1278687,2115.305908,0,0,0,0,0,0,"
",,,,,
 14:56:39.860486,130.7021179,1198.533203,-354.194458,2113.590332,0,0,0,0,0,0,"
",,,,,
 14:56:40.948697,130.7240448,1199.334717,-353.8392639,2114.401611,0,0,0,0,0,0,"
",,,,,
 14:56:42.26724,130.0222931,1203.27356,-353.8392639,2115.421631,0,0,0,0,0,0,"
",,,,,
 14:56:43.108249,130.3293152,1204.372803,-353.41745,2116.279297,0,0,0,0,0,0,"
",,,,,
 14:56:44.192309,129.5836945,1207.532959,-353.3286743,2117.090576,0,0,0,0,0,0,"
",,,,,
 14:56:45.272940,129.6933289,1205.723877,-353.0844421,2118.644043,0,0,0,0,0,0,"
",,,,,
 14:56:46.352530,129.1889648,1205.105591,-353.1288452,2117.114014,0,0,0,0,0,0,"
",,,,,
 14:56:47.423823,129.5836945,1201.487427,-353.0178528,2115.885254,0,0,0,0,0,0,"
",,,,,
 14:56:48.506949,128.9257965,1200.456909,-353.0622253,2114.563965,0,0,0,0,0,0,"
",,,,,
 14:56:49.586637,128.9257965,1198.876709,-352.573822,2111.619629,0,0,0,0,0,0,"
",,,,,
 14:56:50.667014,129.1012421,1198.121094,-352.4628296,2111.851074,0,0,0,0,0,0,"
",,,,,
 14:56:51.739926,128.5749207,1199.105713,-352.5516052,2112.036621,0,0,0,0,0,0,"
",,,,,
 14:56:52.834831,128.8819275,1197.754639,-352.3961792,2112.106201,0,0,0,0,0,0,"
",,,,,
 14:56:53.911037,128.3556213,1198.831055,-352.5072327,2111.434082,0,0,0,0,0,0,"
",,,,,
 14:56:54.983002,128.465271,1197.136353,-352.5072327,2112.129395,0,0,0,0,0,0,"
",,,,,
 14:56:56.63671,128.0924683,1197.800537,-352.3074036,2110.924072,0,0,0,0,0,0,"
",,,,,
 14:56:57.140156,128.1801758,1197.113525,-351.952179,2109.973389,0,0,0,0,0,0,"
",,,,,
 14:56:58.222401,127.7415924,1198.166748,-351.9743958,2108.976563,0,0,0,0,0,0,"
",,,,,
 14:56:59.300836,128.1582489,1197.113525,-351.9077759,2108.953613,0,0,0,0,0,0,"
",,,,,
 14:57:0.387739,127.6100082,1198.785156,-351.7301636,2106.496094,0,0,0,0,0,0,"
",,,,,
 14:57:1.472342,127.5661392,1197.800537,-351.6413879,2106.125,0,0,0,0,0,0,"
",,,,,
 14:57:2.547005,127.1933365,1198.670654,-351.2861633,2104.896484,0,0,0,0,0,0,"
",,,,,
 14:57:3.621608,126.732811,1198.876709,-350.9753418,2104.085205,0,0,0,0,0,0,"
",,,,,
 14:57:4.708451,126.9740219,1197.777588,-350.9753418,2105.290527,0,0,0,0,0,0,"
",,,,,
 14:57:5.785271,126.5573578,1199.105713,-350.9309082,2104.479004,0,0,0,0,0,0,"
",,,,,
 14:57:6.867754,126.7328033,1198.258545,-350.8199158,2103.899658,0,0,0,0,0,0,"
",,,,,
 14:57:7.947148,128.2678986,1199.655396,-354.8605347,2103.018555,0,0,0,0,0,0,"
",,,,,
 14:57:9.24310,132.9170227,1199.220337,-362.3422241,2102.300049,0,0,0,0,0,0,"
",,,,,
 14:57:10.102418,136.8644104,1200.59436,-369.6907349,2100.375732,0,0,0,0,0,0,"
",,,,,
 14:57:11.193873,141.6012726,1199.861572,-377.0393066,2100.213623,0,0,0,0,0,0,"
",,,,,
 14:57:12.274530,145.4828644,1201.075195,-384.6098022,2099.518066,0,0,0,0,0,0,"
",,,,,
 14:57:13.353151,147.8951569,1200.044678,-387.984375,2099.68042,0,0,0,0,0,0,"
",,,,,
 14:57:14.433182,147.215332,1201.510376,-387.9622192,2098.915283,0,0,0,0,0,0,"
",,,,,
 14:57:15.515093,147.2591858,1200.70874,-387.6513672,2098.68335,0,0,0,0,0,0,"
",,,,,
 14:57:16.584369,146.952179,1120.215698,-387.3183594,1939.115234,0,0,0,0,0,0,"
",,,,,
 14:57:17.664202,146.6012878,978.5113525,-387.4959412,1667.642822,0,0,0,0,0,0,"
",,,,,
 14:57:18.752512,146.9740906,833.9216919,-387.6069946,1396.634033,0,0,0,0,0,0,"
",,,,,
 14:57:19.827484,146.4039001,692.0111084,-388.0953979,1125.300659,0,0,0,0,0,0,"
",,,,,
 14:57:20.914817,146.7986603,549.7571411,-388.2507935,858.6038818,0,0,0,0,0,0,"
",,,,,
 14:57:21.992996,143.1802216,492.1639709,-382.9225464,750.1308594,0,0,0,0,0,0,"
",,,,,
 14:57:23.68696,139.1670685,493.3776245,-375.2854309,754.4893188,0,0,0,0,0,0,"
",,,,,
 14:57:24.154303,134.2766876,497.8202209,-367.692688,759.1491089,0,0,0,0,0,0,"
",,,,,
 14:57:25.221219,130.417038,499.2400513,-360.0333862,763.3684082,0,0,0,0,0,0,"
",,,,,
 14:57:26.306385,125.7459564,501.2093811,-352.6626587,764.5507202,0,0,0,0,0,0,"
",,,,,
 14:57:27.386650,124.7591171,499.5148315,-350.3759155,764.2957153,0,0,0,0,0,0,"
",,,,,
 14:57:28.461176,124.1450806,501.255188,-350.3314819,764.6898193,0,0,0,0,0,0,"
",,,,,
 14:57:29.549135,123.7503433,497.7515564,-349.8652954,759.6590576,0,0,0,0,0,0,"
",,,,,
 14:57:30.625103,123.6626205,492.6906128,-349.64328,753.9329224,0,0,0,0,0,0,"
",,,,,
 14:57:31.704526,123.3336792,491.2479858,-349.754303,749.4586182,0,0,0,0,0,0,"
",,,,,
 14:57:32.783585,123.750351,486.0497131,-349.7321167,743.6860352,0,0,0,0,0,0,"
",,,,,
 14:57:33.866215,123.6187592,485.2252808,-350.1317139,740.0926514,0,0,0,0,0,0,"
",,,,,
 14:57:34.947650,124.1231537,482.9353027,-349.9984741,739.1422119,0,0,0,0,0,0,"
",,,,,
 14:57:36.24154,123.7942047,484.9275818,-350.1983032,739.7681274,0,0,0,0,0,0,"
",,,,,
 14:57:37.114783,124.1012192,482.9124146,-350.2649231,738.5858154,0,0,0,0,0,0,"
",,,,,
 14:57:38.190558,123.6407013,486.1641541,-350.486908,741.6227417,0,0,0,0,0,0,"
",,,,,
 14:57:39.273365,123.9477158,487.2175903,-350.1538696,745.4247437,0,0,0,0,0,0,"
",,,,,
 14:57:40.356288,123.5529785,492.2784119,-350.486908,750.9654541,0,0,0,0,0,0,"
",,,,,
 14:57:41.429438,124.0573578,493.5150452,-350.1539001,755.1847534,0,0,0,0,0,0,"
",,,,,
 14:57:42.509089,123.7284088,498.5530396,-350.1983032,760.8877563,0,0,0,0,0,0,"
",,,,,
 14:57:43.596691,123.9915771,500.293396,-350.5979309,763.6466064,0,0,0,0,0,0,"
",,,,,
 14:57:44.664333,124.4521103,498.2324219,-350.3759155,762.5338135,0,0,0,0,0,0,"
",,,,,
 14:57:45.756655,124.1450958,500.0415039,-350.7089233,763.4611206,0,0,0,0,0,0,"
",,,,,
 14:57:46.833190,124.3863144,496.3317261,-350.79776,760.2850342,0,0,0,0,0,0,"
",,,,,
 14:57:47.906962,124.0354385,494.9806519,-351.1307373,756.3207397,0,0,0,0,0,0,"
",,,,,
 14:57:48.983867,124.0354385,490.125885,-351.1751404,751.0118408,0,0,0,0,0,0,"
",,,,,
 14:57:50.61969,123.5968399,489.1640625,-351.3527222,747.1866455,0,0,0,0,0,0,"
",,,,,
 14:57:51.155650,123.9696426,484.3551331,-351.530365,741.5532227,0,0,0,0,0,0,"
",,,,,
 14:57:52.221900,123.9038544,484.8588867,-351.6635742,740.1854248,0,0,0,0,0,0,"
",,,,,
 14:57:53.301890,124.342453,483.1414185,-351.4637756,739.5362549,0,0,0,0,0,0,"
",,,,,
 14:57:54.395540,124.4521027,484.8359985,-351.5525513,740.1622314,0,0,0,0,0,0,"
",,,,,
 14:57:55.470750,126.2064972,482.9811096,-352.7069702,739.5363159,0,0,0,0,0,0,"
",,,,,
 14:57:56.556957,129.4740448,483.0039978,-355.5487366,739.5131226,0,0,0,0,0,0,"
",,,,,
 14:57:57.630897,129.4082489,484.9505005,-355.9705505,740.3245239,0,0,0,0,0,0,"
",,,,,
 14:57:58.713878,129.5836945,483.0956116,-356.1037903,739.211731,0,0,0,0,0,0,"
",,,,,
 14:57:59.793579,128.0705261,484.7672729,-355.1269226,740.069519,0,0,0,0,0,0,"
",,,,,
 14:58:0.863170,127.3687744,483.0039978,-354.3942871,739.211731,0,0,0,0,0,0,"
",,,,,
 14:58:1.956709,131.6231689,484.8130798,-357.9242554,739.9535522,0,0,0,0,0,0,"
",,,,,
 14:58:3.26198,137.5223083,483.3016968,-362.0092163,739.3276367,0,0,0,0,0,0,"
",,,,,
 14:58:4.116874,141.7767029,406.1291504,-365.4725647,641.9129028,0,0,0,0,0,0,"
",,,,,
 14:58:5.184453,154.8469238,326.7810974,-375.1300049,542.1334229,0,0,0,0,0,0,"
",,,,,
 14:58:6.275452,169.4083557,250.6848602,-385.9641113,443.999939,0,0,0,0,0,0,"
",,,,,
 14:58:7.353584,180.197876,168.8636169,-393.3126221,341.8558655,0,0,0,0,0,0,"
",,,,,
 14:58:8.431606,189.8031769,89.51558685,-400.5945435,240.268158,0,0,0,0,0,0,"
",,,,,
 14:58:9.513589,201.3382874,85.32491302,-408.7423096,235.0519714,0,0,0,0,0,0,"
",,,,,
 14:58:10.585278,204.4961853,73.92077637,-410.6071777,223.3909607,0,0,0,0,0,0,"
",,,,,
 14:58:11.676493,204.3426666,70.80638886,-410.7626038,219.5889587,0,0,0,0,0,0,"
",,,,,
 14:58:12.744827,204.7812805,64.57762909,-410.895813,214.6046448,0,0,0,0,0,0,"
",,,,,
 14:58:13.825507,204.5181122,60.08925629,-411.051178,210.0839539,0,0,0,0,0,0,"
",,,,,
 14:58:14.911430,204.9128418,52.96739578,-411.1177673,205.0532532,0,0,0,0,0,0,"
",,,,,
 14:58:15.983418,204.7154846,49.50951386,-411.1400452,201.6917267,0,0,0,0,0,0,"
",,,,,
 14:58:17.76846,204.9566956,45.25014114,-410.895813,198.8170319,0,0,0,0,0,0,"
",,,,,
 14:58:18.147823,204.3645935,43.7845459,-410.7182007,195.8264313,0,0,0,0,0,0,"
",,,,,
 14:58:19.228025,204.0137177,41.99835968,-409.9855347,172.9912262,0,0,0,0,0,0,"
",,,,,
 14:58:20.312041,202.610199,44.99823761,-409.4083557,152.706131,0,0,0,0,0,0,"
",,,,,
 14:58:21.394203,202.1496735,44.5860405,-408.7201233,130.8909607,0,0,0,0,0,0,"
",,,,,
 14:58:22.469386,202.4786377,46.23483276,-409.3861389,109.4699249,0,0,0,0,0,0,"
",,,,,
 14:58:23.544960,205.0005646,46.02873611,-410.8070374,88.74435425,0,0,0,0,0,0,"
",,,,,
 14:58:24.636026,200.483017,42.91435242,-407.2770386,87.07518005,0,0,0,0,0,0,"
",,,,,
 14:58:25.708693,193.7505493,43.60134888,-403.2142639,86.61151886,0,0,0,0,0,0,"
",,,,,
 14:58:26.796451,187.2593079,40.64726639,-398.2412415,85.15100098,0,0,0,0,0,0,"
",,,,,
 14:58:27.877631,179.3645325,41.79225922,-393.3126221,84.849617,0,0,0,0,0,0,"
",,,,,
 14:58:28.956850,172.2373047,39.66257477,-387.7845764,84.38596344,0,0,0,0,0,0,"
",,,,,
 14:58:30.25065,167.0618591,41.33426285,-384.1213989,84.47868347,0,0,0,0,0,0,"
",,,,,
 14:58:31.109155,164.6715088,39.70837402,-381.8790894,84.31641388,0,0,0,0,0,0,"
",,,,,
 14:58:32.192325,162.3469391,41.03656769,-380.4804382,84.45550537,0,0,0,0,0,0,"
",,,,,
 14:58:33.275276,159.1232452,39.63967133,-377.6609192,84.40914154,0,0,0,0,0,0,"
",,,,,
 14:58:34.352791,157.58815,40.99076462,-376.9061279,84.03822327,0,0,0,0,0,0,"
",,,,,
 14:58:35.430128,159.4083252,39.68547058,-378.1049805,84.22367859,0,0,0,0,0,0,"
",,,,,
 14:58:36.509384,158.9916687,40.85336685,-377.9939575,84.01503754,0,0,0,0,0,0,"
",,,,,
 14:58:37.587765,153.5530701,40.37246704,-374.175354,83.71366119,0,0,0,0,0,0,"
",,,,,
 14:58:38.678039,148.8162079,39.18167877,-370.0681763,84.31641388,0,0,0,0,0,0,"
",,,,,
 14:58:39.743629,142.6977539,39.73127365,-365.4281616,83.71366119,0,0,0,0,0,0,"
",,,,,
 14:58:40.824282,139.1012726,38.88397598,-362.5420532,84.1309433,0,0,0,0,0,0,"
",,,,,
 14:58:41.913437,138.1144104,39.63967133,-361.6539917,83.57455444,0,0,0,0,0,0,"
",,,,,
 14:58:42.992288,140.5047913,39.02137375,-363.0970764,84.36277771,0,0,0,0,0,0,"
",,,,,
 14:58:44.72427,144.627594,39.63967133,-366.2717896,83.48182678,0,0,0,0,0,0,"
",,,,,
 14:58:45.150032,149.0354919,39.34197235,-369.624176,84.20049286,0,0,0,0,0,0,"
",,,,,
 14:58:46.230322,150.4390106,39.8686676,-370.7786255,83.48182678,0,0,0,0,0,0,"
",,,,,
 14:58:47.306459,146.5135651,39.31907272,-367.7370605,84.36277771,0,0,0,0,0,0,"
",,,,,
 14:58:48.390675,140.460907,39.34197235,-363.2746887,83.15726471,0,0,0,0,0,0,"
",,,,,
 14:58:49.474794,135.131958,39.02137375,-359.2785034,84.06140137,0,0,0,0,0,0,"
",,,,,
 14:58:50.554667,125.0661392,38.54047394,-351.2195435,84.17731476,0,0,0,0,0,0,"
",,,,,
 14:58:51.625509,123.4871826,38.83817291,-349.9762878,82.9254303,0,0,0,0,0,0,"
",,,,,
 14:58:52.706137,122.8292847,40.14347076,-349.5545044,84.84962463,0,0,0,0,0,0,"
",,,,,
 14:58:53.789085,122.2591095,42.11286163,-348.9772339,85.10462952,0,0,0,0,0,0,"
",,,,,
 14:58:54.869866,122.0398102,43.76164627,-349.0438538,87.3302002,0,0,0,0,0,0,"
",,,,,
 14:58:55.944375,121.7327881,45.5478363,-348.7108459,87.05200195,0,0,0,0,0,0,"
",,,,,
 14:58:57.30185,121.6669922,46.96762848,-348.6886597,89.32392883,0,0,0,0,0,0,"
",,,,,
 14:58:58.115144,121.4038467,47.33402634,-348.289032,88.51252747,0,0,0,0,0,0,"
",,,,,
 14:58:59.190187,121.2942047,47.72332382,-348.1780396,89.71804047,0,0,0,0,0,0,"
",,,,,
 14:59:0.279788,121.2284088,47.83782578,-347.8450317,88.74436188,0,0,0,0,0,0,"
",,,,,
 14:59:1.350348,121.2503433,47.92942429,-347.7340088,90.01942444,0,0,0,0,0,0,"
",,,,,
 14:59:2.424930,121.1187592,48.02101898,-347.4898071,88.81390381,0,0,0,0,0,0,"
",,,,,
 14:59:3.505488,111.7108383,47.70042038,-338.6538086,89.81076813,0,0,0,0,0,0,"
",,,,,
 14:59:4.586897,86.95200348,46.32643127,-315.6091919,88.90663147,0,0,0,0,0,0,"
",,,,,
 14:59:5.678358,74.47389221,45.84553528,-303.9758606,87.53884125,0,0,0,0,0,0,"
",,,,,
 14:59:6.748997,62.85105515,45.61653519,-293.6745911,88.48934174,0,0,0,0,0,0,"
",,,,,
 14:59:7.838023,64.16684723,45.616539,-298.492218,87.12154388,0,0,0,0,0,0,"
",,,,,
 14:59:8.911020,68.33351898,45.86843491,-306.1515503,88.21114349,0,0,0,0,0,0,"
",,,,,
 14:59:9.992013,72.58792114,45.89133453,-313.5000916,86.98245239,0,0,0,0,0,0,"
",,,,,
 14:59:11.71579,76.90810394,46.02873611,-321.2926331,88.07204437,0,0,0,0,0,0,"
",,,,,
 14:59:12.148473,80.39495087,46.12033463,-327.4423218,87.2374649,0,0,0,0,0,0,"
",,,,,
 14:59:13.234666,80.43881989,46.28063202,-327.4867249,88.48934174,0,0,0,0,0,0,"
",,,,,
 14:59:14.320717,80.3949585,46.07453537,-327.0426941,87.26065063,0,0,0,0,0,0,"
",,,,,
 14:59:15.400539,80.43881989,46.16613388,-327.3534851,88.60526276,0,0,0,0,0,0,"
",,,,,
 14:59:16.476972,80.48268127,46.07453537,-327.1315002,87.56202698,0,0,0,0,0,0,"
",,,,,
 14:59:17.553478,80.74583435,48.38742065,-327.7087402,84.91916656,0,0,0,0,0,0,"
",,,,,
 14:59:18.637575,80.81163025,57.04356766,-328.0861206,78.03382874,0,0,0,0,0,0,"
",,,,,
 14:59:19.719319,80.78969574,65.58522034,-328.0195007,69.9197998,0,0,0,0,0,0,"
",,,,,
 14:59:20.787281,80.85549164,75.40926361,-328.5079346,67.02192688,0,0,0,0,0,0,"
",,,,,
 14:59:21.874811,80.92127991,85.41651154,-328.4191284,62.73308182,0,0,0,0,0,0,"
",,,,,
 14:59:22.955980,80.94321442,93.45436096,-328.72995,63.03446198,0,0,0,0,0,0,"
",,,,,
 14:59:24.40820,81.11865234,95.10314941,-328.7521362,66.8132782,0,0,0,0,0,0,"
",,,,,
 14:59:25.115853,81.25022125,96.52294159,-329.1739807,71.2875824,0,0,0,0,0,0,"
",,,,,
 14:59:26.195024,81.29408264,96.54584503,-328.9741821,70.45300293,0,0,0,0,0,0,"
",,,,,
