Time,200-A-Real,200-B-Real,200-A-Reactive,200-B-Reactive,100-A-Real,100-B-Real,100-C-Real,100-A-Reactive,100-B-Reactive,100-C-Reactive,5-A-Real,5-B-Real,5-C-Real,5-A-Reactive,5-B-Reactive,5-C-Reactive
Time,Waste Disposal Real,Refrigerator-Real,Waste Disposal Reactive,Refrigerator-Reactive,Microwave-Real,Dishwasher-Real,Laptop Charging-Real,Microwave-Reactive,Dishwasher-Reactive,Laptop Charging -Reactive,5-A-Real,5-B-Real,5-C-Real,5-A-Reactive,5-B-Reactive,5-C-Reactive
 15:27:5.676715,"
"
 15:27:6.756281,0.0000000000,0.0000000000,0.0000000000,0.0000000000,336.5689697266,0.0000000000,44.2582283020,64.7704849243,0.0000000000,-16.1384696960,"
"
 15:27:7.822661,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.0071315765,0.0000000000,45.0469627380,0.0000000000,0.0000000000,-16.7795124054,"
"
 15:27:8.901037,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.2471160889,0.0000000000,0.0000000000,-16.1272258759,"
"
 15:27:9.992685,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.8692245483,0.0000000000,0.0000000000,-16.8582363129,"
"
 15:27:11.72542,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.8470039368,0.0000000000,0.0000000000,-16.8020057678,"
"
 15:27:12.149703,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.5914955139,0.0000000000,0.0000000000,-15.7673416138,"
"
 15:27:13.235505,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.8247833252,0.0000000000,0.0000000000,-16.6558017731,"
"
 15:27:14.306274,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.6803665161,0.0000000000,0.0000000000,-15.5761537552,"
"
 15:27:15.383641,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.6914749146,0.0000000000,0.0000000000,-16.6558036804,"
"
 15:27:16.465837,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.4915122986,0.0000000000,0.0000000000,-15.6661272049,"
"
 15:27:17.540974,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.5692787170,0.0000000000,0.0000000000,-16.6108169556,"
"
 15:27:18.621969,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,44.5026245117,0.0000000000,0.0000000000,-15.7785892487,"
"
 15:27:19.706042,0.0000000000,0.0000000000,0.0000000000,0.0000000000,35.5190620422,0.0000000000,44.6914749146,79.7821350098,0.0000000000,-16.5883235931,"
"
 15:27:20.790546,0.0000000000,0.0000000000,0.0000000000,0.0000000000,106.5248565674,0.0000000000,44.4915084839,254.5107879639,0.0000000000,-15.7785892487,"
"
 15:27:21.861270,0.0000000000,0.0000000000,0.0000000000,0.0000000000,424.0626525879,0.0000000000,44.8358955383,326.4816284180,0.0000000000,-16.5658302307,"
"
 15:27:22.941234,0.0000000000,0.0000000000,0.0000000000,0.0000000000,746.9456176758,0.0000000000,44.4692993164,390.0629577637,0.0000000000,-16.3071651459,"
"
 15:27:24.24102,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1068.6214599609,0.0000000000,44.9914169312,436.0252380371,0.0000000000,-16.6782951355,"
"
 15:27:25.102611,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1606.5046386719,0.0000000000,45.1802749634,324.4415588379,0.0000000000,-16.8357429504,"
"
 15:27:26.194668,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1611.1816406250,0.0000000000,44.2360076904,314.3392028809,0.0000000000,-16.9257125854,"
